date,value
2017-12-30,172262090
2017-12-31,172063528
2018-01-01,184779562
2018-01-02,192831848
2018-01-03,186279712
2018-01-04,184187164
2018-01-05,181055055
2018-01-06,186439682
2018-01-07,198252866
2018-01-08,203917926
2018-01-09,192505373
2018-01-10,188130986
2018-01-11,185661721
2018-01-12,180922463
2018-01-13,182713958
2018-01-14,197558678
2018-01-15,206978419
2018-01-16,197082373
2018-01-17,192678551
2018-01-18,198758040
2018-01-19,183542846
2018-01-20,180717468
2018-01-21,200826252
2018-01-22,210160235
2018-01-23,198049510
2018-01-24,193248007
2018-01-25,189712952
2018-01-26,184153734
2018-01-27,181163167
2018-01-28,199124326
2018-01-29,208246727
2018-01-30,194283845
2018-01-31,190117286
2018-02-01,184986154
2018-02-02,178602669
2018-02-03,179766859
2018-02-04,198581949
2018-02-05,208617368
2018-02-06,195341005
2018-02-07,189278752
2018-02-08,187468153
2018-02-09,178942273
2018-02-10,178670911
2018-02-11,194866524
2018-02-12,198158095
2018-02-13,187505318
2018-02-14,180998365
2018-02-15,179268771
2018-02-16,175815092
2018-02-17,176743241
2018-02-18,193168293
2018-02-19,200698857
2018-02-20,191076641
2018-02-21,188786197
2018-02-22,184269614
2018-02-23,178555360
2018-02-24,175701862
2018-02-25,201131889
2018-02-26,203479977
2018-02-27,192094569
2018-02-28,186953894
2018-03-01,183865818
2018-03-02,177148701
2018-03-03,179357283
2018-03-04,197382429
2018-03-05,212466913
2018-03-06,192530311
2018-03-07,189336814
2018-03-08,186324391
2018-03-09,176659832
2018-03-10,175367747
2018-03-11,194301278
2018-03-12,199548270
2018-03-13,191707606
2018-03-14,198117323
2018-03-15,185973338
2018-03-16,177408450
2018-03-17,175722173
2018-03-18,191366593
2018-03-19,194254246
2018-03-20,184277835
2018-03-21,181724553
2018-03-22,180294112
2018-03-23,173436084
2018-03-24,170716296
2018-03-25,184403059
2018-03-26,190860960
2018-03-27,184015909
2018-03-28,179423296
2018-03-29,173997454
2018-03-30,174288659
2018-03-31,172184494
2018-04-01,181191039
2018-04-02,193986265
2018-04-03,188868274
2018-04-04,185011831
2018-04-05,179582995
2018-04-06,176525033
2018-04-07,179183662
2018-04-08,194012851
2018-04-09,197599845
2018-04-10,187319336
2018-04-11,188666030
2018-04-12,182256102
2018-04-13,173982134
2018-04-14,171685630
2018-04-15,193667860
2018-04-16,198551187
2018-04-17,187192862
2018-04-18,183626147
2018-04-19,175878112
2018-04-20,172360214
2018-04-21,172125924
2018-04-22,184793114
2018-04-23,190701789
2018-04-24,189756087
2018-04-25,189308222
2018-04-26,180364458
2018-04-27,176199874
2018-04-28,167716039
2018-04-29,182133438
2018-04-30,190011901
2018-05-01,182341459
2018-05-02,175666071
2018-05-03,175376409
2018-05-04,169236336
2018-05-05,166693613
2018-05-06,178536382
2018-05-07,188624638
2018-05-08,183171899
2018-05-09,177055737
2018-05-10,177102286
2018-05-11,171232348
2018-05-12,169706183
2018-05-13,180463530
2018-05-14,187702917
2018-05-15,183077025
2018-05-16,182956590
2018-05-17,178295487
2018-05-18,171982349
2018-05-19,193708973
2018-05-20,199206238
2018-05-21,199048505
2018-05-22,188129174
2018-05-23,179858654
2018-05-24,173625210
2018-05-25,167804768
2018-05-26,165588419
2018-05-27,179624524
2018-05-28,187957178
2018-05-29,187383380
2018-05-30,178424793
2018-05-31,174951409
2018-06-01,166846964
2018-06-02,164660836
2018-06-03,178103768
2018-06-04,182364191
2018-06-05,179794286
2018-06-06,174808958
2018-06-07,174673789
2018-06-08,173768938
2018-06-09,172156975
2018-06-10,182642667
2018-06-11,185644814
2018-06-12,177087063
2018-06-13,174212661
2018-06-14,171662203
2018-06-15,164009908
2018-06-16,160918010
2018-06-17,178369290
2018-06-18,182810203
2018-06-19,180583478
2018-06-20,173720038
2018-06-21,171167613
2018-06-22,167082692
2018-06-23,168904542
2018-06-24,177133014
2018-06-25,179756106
2018-06-26,172172455
2018-06-27,172844931
2018-06-28,170748193
2018-06-29,163179055
2018-06-30,167030245
2018-07-01,179283530
2018-07-02,181708341
2018-07-03,176440702
2018-07-04,175655565
2018-07-05,173235026
2018-07-06,171643068
2018-07-07,175245267
2018-07-08,183760565
2018-07-09,185086026
2018-07-10,186453374
2018-07-11,181188325
2018-07-12,175482285
2018-07-13,170499540
2018-07-14,171876019
2018-07-15,195134420
2018-07-16,188105672
2018-07-17,179063355
2018-07-18,177655286
2018-07-19,173334401
2018-07-20,168946925
2018-07-21,168986297
2018-07-22,182879457
2018-07-23,183718868
2018-07-24,176746601
2018-07-25,174909609
2018-07-26,173199958
2018-07-27,169343682
2018-07-28,169510551
2018-07-29,185589620
2018-07-30,189945098
2018-07-31,180445882
2018-08-01,179333367
2018-08-02,174409297
2018-08-03,170311359
2018-08-04,171455681
2018-08-05,182250308
2018-08-06,183830198
2018-08-07,179651005
2018-08-08,175268054
2018-08-09,171114402
2018-08-10,163686842
2018-08-11,163696503
2018-08-12,177735252
2018-08-13,180087347
2018-08-14,172032829
2018-08-15,171855988
2018-08-16,174208929
2018-08-17,167974164
2018-08-18,166371908
2018-08-19,180451371
2018-08-20,183206619
2018-08-21,173071926
2018-08-22,170634563
2018-08-23,166593677
2018-08-24,164438950
2018-08-25,162930358
2018-08-26,181852341
2018-08-27,184378046
2018-08-28,175596411
2018-08-29,177093470
2018-08-30,172920179
2018-08-31,167928001
2018-09-01,167599235
2018-09-02,176325311
2018-09-03,185343971
2018-09-04,182599830
2018-09-05,174953332
2018-09-06,178261085
2018-09-07,175892218
2018-09-08,175450101
2018-09-09,186371784
2018-09-10,186649769
2018-09-11,181221330
2018-09-12,174829530
2018-09-13,173097170
2018-09-14,168757038
2018-09-15,169514910
2018-09-16,184086006
2018-09-17,187124094
2018-09-18,184716176
2018-09-19,175271680
2018-09-20,174911638
2018-09-21,169921622
2018-09-22,169043855
2018-09-23,181746609
2018-09-24,185613723
2018-09-25,181972826
2018-09-26,177672732
2018-09-27,173907113
2018-09-28,169782911
2018-09-29,167572666
2018-09-30,180830184
2018-10-01,182855904
2018-10-02,182554858
2018-10-03,178453330
2018-10-04,176993198
2018-10-05,175000530
2018-10-06,176249573
2018-10-07,189055014
2018-10-08,191794315
2018-10-09,185459496
2018-10-10,178468359
2018-10-11,177072833
2018-10-12,174528312
2018-10-13,171131485
2018-10-14,184353808
2018-10-15,188950629
2018-10-16,183918775
2018-10-17,179651213
2018-10-18,174576961
2018-10-19,169150366
2018-10-20,169127023
2018-10-21,182576949
2018-10-22,187951475
2018-10-23,183031034
2018-10-24,179837840
2018-10-25,174845736
2018-10-26,166601999
2018-10-27,165759984
2018-10-28,180277759
2018-10-29,188714013
2018-10-30,179094492
2018-10-31,174719949
2018-11-01,172550935
2018-11-02,169798853
2018-11-03,167447670
2018-11-04,182030471
2018-11-05,184577891
2018-11-06,178874525
2018-11-07,178513599
2018-11-08,174452606
2018-11-09,170648487
2018-11-10,171608837
2018-11-11,188909078
2018-11-12,196013651
2018-11-13,188486249
2018-11-14,180006992
2018-11-15,179650178
2018-11-16,173484309
2018-11-17,170480562
2018-11-18,185804396
2018-11-19,187724711
2018-11-20,180051508
2018-11-21,174795452
2018-11-22,172986690
2018-11-23,169077534
2018-11-24,174854621
2018-11-25,185612763
2018-11-26,188975655
2018-11-27,183686734
2018-11-28,182069317
2018-11-29,179139584
2018-11-30,168740892
2018-12-01,174642369
2018-12-02,187641748
2018-12-03,196012575
2018-12-04,186005173
2018-12-05,189007387
2018-12-06,183318475
2018-12-07,174548715
2018-12-08,175001907
2018-12-09,189993722
2018-12-10,189920510
2018-12-11,183599260
2018-12-12,179920290
2018-12-13,176676491
2018-12-14,171461277
2018-12-15,165385536
2018-12-16,177579120
2018-12-17,185235888
2018-12-18,176360591
2018-12-19,173120913
2018-12-20,166300090
2018-12-21,157625747
2018-12-22,160885498
2018-12-23,169674651
2018-12-24,169878782
2018-12-25,170312857
2018-12-26,179516485
2018-12-27,183383757
2018-12-28,177972544
2018-12-29,181156868
2018-12-30,191274388
2018-12-31,181174178
2019-01-01,189599088
2019-01-02,196518352
2019-01-03,190783445
2019-01-04,186873000
2019-01-05,189010521
2019-01-06,202074469
2019-01-07,211277742
2019-01-08,195559624
2019-01-09,188728518
2019-01-10,187198367
2019-01-11,184073856
2019-01-12,190110511
2019-01-13,201691540
2019-01-14,201333122
2019-01-15,191811884
2019-01-16,188137179
2019-01-17,187887814
2019-01-18,182452061
2019-01-19,183696739
2019-01-20,201989829
2019-01-21,201720346
2019-01-22,196971463
2019-01-23,190728827
2019-01-24,188629706
2019-01-25,180612824
2019-01-26,185070745
2019-01-27,201863882
2019-01-28,203055099
2019-01-29,190691317
2019-01-30,187044640
2019-01-31,184409892
2019-02-01,181703149
2019-02-02,180637489
2019-02-03,199575763
2019-02-04,207339593
2019-02-05,187641934
2019-02-06,184328326
2019-02-07,181675031
2019-02-08,179083348
2019-02-09,177076575
2019-02-10,196806657
2019-02-11,203202065
2019-02-12,190022010
2019-02-13,185110860
2019-02-14,181323941
2019-02-15,176586301
2019-02-16,181819335
2019-02-17,198005123
2019-02-18,201231739
2019-02-19,194408241
2019-02-20,187344127
2019-02-21,182877035
2019-02-22,178564453
2019-02-23,178348492
2019-02-24,191514928
2019-02-25,216268954
2019-02-26,191809934
2019-02-27,185945096
2019-02-28,182230005
2019-03-01,174960270
2019-03-02,177797647
2019-03-03,197252720
2019-03-04,202722298
2019-03-05,189708203
2019-03-06,186881670
2019-03-07,183084041
2019-03-08,176962457
2019-03-09,180590644
2019-03-10,196970329
2019-03-11,195998398
2019-03-12,187647993
2019-03-13,183669094
2019-03-14,183409728
2019-03-15,175486404
2019-03-16,176018801
2019-03-17,191938786
2019-03-18,193168654
2019-03-19,184672236
2019-03-20,180240111
2019-03-21,180821711
2019-03-22,175393691
2019-03-23,175410162
2019-03-24,189975222
2019-03-25,191629263
2019-03-26,182930539
2019-03-27,180741236
2019-03-28,175843690
2019-03-29,170432545
2019-03-30,171230039
2019-03-31,185531241
2019-04-01,189236330
2019-04-02,179252088
2019-04-03,179993539
2019-04-04,179596504
2019-04-05,176614529
2019-04-06,174104410
2019-04-07,188364787
2019-04-08,196809642
2019-04-09,187569183
2019-04-10,182878846
2019-04-11,180737641
2019-04-12,175475834
2019-04-13,173156324
2019-04-14,192618687
2019-04-15,194194293
2019-04-16,187375822
2019-04-17,179834092
2019-04-18,172952293
2019-04-19,173023268
2019-04-20,174455312
2019-04-21,183111320
2019-04-22,193281330
2019-04-23,186800758
2019-04-24,184376565
2019-04-25,185665938
2019-04-26,182473211
2019-04-27,179649645
2019-04-28,193129719
2019-04-29,189388839
2019-04-30,184657953
2019-05-01,183635161
2019-05-02,182173899
2019-05-03,176572044
2019-05-04,176473673
2019-05-05,190791137
2019-05-06,193794331
2019-05-07,184830503
2019-05-08,187628967
2019-05-09,183215629
2019-05-10,175485738
2019-05-11,176880509
2019-05-12,189890517
2019-05-13,189254661
2019-05-14,185234771
2019-05-15,178584569
2019-05-16,177727962
2019-05-17,175739582
2019-05-18,176020301
2019-05-19,190516149
2019-05-20,192228742
2019-05-21,188161811
2019-05-22,186034814
2019-05-23,190010540
2019-05-24,177336217
2019-05-25,170691573
2019-05-26,186566527
2019-05-27,192260762
2019-05-28,189709347
2019-05-29,183187418
2019-05-30,181274346
2019-05-31,176009845
2019-06-01,171931818
2019-06-02,185637433
2019-06-03,185880859
2019-06-04,175599836
2019-06-05,174064427
2019-06-06,172991691
2019-06-07,171750094
2019-06-08,173336753
2019-06-09,187671687
2019-06-10,191832477
2019-06-11,181476760
2019-06-12,177051528
2019-06-13,178077906
2019-06-14,173335143
2019-06-15,172377639
2019-06-16,186831024
2019-06-17,186931835
2019-06-18,184651623
2019-06-19,177808439
2019-06-20,176098100
2019-06-21,172696621
2019-06-22,170012225
2019-06-23,184757933
2019-06-24,187018896
2019-06-25,179274215
2019-06-26,173208934
2019-06-27,168784318
2019-06-28,167467712
2019-06-29,163690223
2019-06-30,179775013
2019-07-01,180601220
2019-07-02,177176355
2019-07-03,178849225
2019-07-04,174627232
2019-07-05,170542555
2019-07-06,177819238
2019-07-07,201723805
2019-07-08,193656556
2019-07-09,188177331
2019-07-10,181560459
2019-07-11,178544726
2019-07-12,174760369
2019-07-13,176551351
2019-07-14,191783947
2019-07-15,185716094
2019-07-16,178506360
2019-07-17,177531496
2019-07-18,175912081
2019-07-19,176484765
2019-07-20,179619309
2019-07-21,196207608
2019-07-22,188477353
2019-07-23,182948334
2019-07-24,179989291
2019-07-25,178886209
2019-07-26,170375639
2019-07-27,177120215
2019-07-28,190191645
2019-07-29,184735042
2019-07-30,183304542
2019-07-31,174909731
2019-08-01,170148157
2019-08-02,166956851
2019-08-03,169806307
2019-08-04,181795561
2019-08-05,186710547
2019-08-06,182256889
2019-08-07,177682961
2019-08-08,175073361
2019-08-09,169817615
2019-08-10,173981414
2019-08-11,183824667
2019-08-12,181042068
2019-08-13,177560553
2019-08-14,173069582
2019-08-15,170936570
2019-08-16,171112276
2019-08-17,176498055
2019-08-18,194316361
2019-08-19,186702212
2019-08-20,178301443
2019-08-21,180803812
2019-08-22,177225489
2019-08-23,172423775
2019-08-24,174108632
2019-08-25,185169777
2019-08-26,187446876
2019-08-27,183767962
2019-08-28,182582057
2019-08-29,177971742
2019-08-30,169581276
2019-08-31,175776671
2019-09-01,186617023
2019-09-02,191093127
2019-09-03,185337137
2019-09-04,178919108
2019-09-05,178476347
2019-09-06,166929430
2019-09-07,173922707
2019-09-08,192100543
2019-09-09,186942685
2019-09-10,179259041
2019-09-11,183385379
2019-09-12,180367870
2019-09-13,173285908
2019-09-14,173573269
2019-09-15,187701673
2019-09-16,189986933
2019-09-17,184679601
2019-09-18,183824813
2019-09-19,180213692
2019-09-20,174769914
2019-09-21,173668976
2019-09-22,192466622
2019-09-23,195630339
2019-09-24,187913462
2019-09-25,189812322
2019-09-26,186122955
2019-09-27,179878383
2019-09-28,182207425
2019-09-29,196471451
2019-09-30,194192806
2019-10-01,188619093
2019-10-02,188014262
2019-10-03,185887259
2019-10-04,179298618
2019-10-05,182395349
2019-10-06,195452083
2019-10-07,198250485
2019-10-08,193657009
2019-10-09,189515712
2019-10-10,187405201
2019-10-11,184238655
2019-10-12,189110461
2019-10-13,200037226
2019-10-14,203418587
2019-10-15,197795002
2019-10-16,196848661
2019-10-17,192586062
2019-10-18,185188757
2019-10-19,185047576
2019-10-20,200738072
2019-10-21,203637846
2019-10-22,198618744
2019-10-23,188931589
2019-10-24,184982191
2019-10-25,177886149
2019-10-26,178477072
2019-10-27,186508170
2019-10-28,193650247
2019-10-29,183576193
2019-10-30,187867546
2019-10-31,185711000
2019-11-01,179119733
2019-11-02,185038837
2019-11-03,199514878
2019-11-04,199834294
2019-11-05,193606528
2019-11-06,187634197
2019-11-07,186919307
2019-11-08,180402514
2019-11-09,182674063
2019-11-10,191570268
2019-11-11,199254233
2019-11-12,204541836
2019-11-13,199144519
2019-11-14,189522892
2019-11-15,175645802
2019-11-16,174057698
2019-11-17,193430344
2019-11-18,190580579
2019-11-19,186949179
2019-11-20,183782390
2019-11-21,181344007
2019-11-22,174726315
2019-11-23,175036307
2019-11-24,193132823
2019-11-25,193865622
2019-11-26,181929519
2019-11-27,178732462
2019-11-28,180427996
2019-11-29,173770863
2019-11-30,179554035
2019-12-01,192347672
2019-12-02,187891214
2019-12-03,180817241
2019-12-04,181101277
2019-12-05,177405631
2019-12-06,170890606
2019-12-07,173720142
2019-12-08,190780941
2019-12-09,192729893
2019-12-10,184506326
2019-12-11,183103291
2019-12-12,177681402
2019-12-13,173171780
2019-12-14,173659205
2019-12-15,185626604
2019-12-16,185503013
2019-12-17,194621923
2019-12-18,194756740
2019-12-19,179523642
2019-12-20,162471612
2019-12-21,164176506
2019-12-22,174522967
2019-12-23,172889941
2019-12-24,166488005
2019-12-25,172856847
2019-12-26,183415980
2019-12-27,182290952
2019-12-28,184446726
2019-12-29,192152056
2019-12-30,204179272
2019-12-31,176490842
2020-01-01,189173931
2020-01-02,199048685
2020-01-03,195334131
2020-01-04,197840450
2020-01-05,210533939
2020-01-06,212672370
2020-01-07,199180904
2020-01-08,194482022
2020-01-09,191008397
2020-01-10,187906360
2020-01-11,192892480
2020-01-12,205917935
2020-01-13,204609582
2020-01-14,195939307
2020-01-15,190250161
2020-01-16,190533972
2020-01-17,185584234
2020-01-18,189591327
2020-01-19,206915204
2020-01-20,207731012
2020-01-21,196982877
2020-01-22,192695436
2020-01-23,190413650
2020-01-24,185169536
2020-01-25,188400111
2020-01-26,210600995
2020-01-27,218121684
2020-01-28,196106125
2020-01-29,189015232
2020-01-30,187131246
2020-01-31,181249389
2020-02-01,182921898
2020-02-02,199958333
2020-02-03,208838329
2020-02-04,191028484
2020-02-05,192309215
2020-02-06,192534084
2020-02-07,182339466
2020-02-08,202094303
2020-02-09,212681758
2020-02-10,226215234
2020-02-11,199754813
2020-02-12,194603480
2020-02-13,192455835
2020-02-14,182776992
2020-02-15,192350387
2020-02-16,209688490
2020-02-17,205159128
2020-02-18,201335158
2020-02-19,198319522
2020-02-20,193263827
2020-02-21,184465354
2020-02-22,187105319
2020-02-23,203486983
2020-02-24,202103586
2020-02-25,194383220
2020-02-26,190756760
2020-02-27,189313475
2020-02-28,182643802
2020-02-29,187255873
2020-03-01,203323496
2020-03-02,197767294
2020-03-03,190631915
2020-03-04,188976773
2020-03-05,185249148
2020-03-06,180202989
2020-03-07,180806219
2020-03-08,196828569
2020-03-09,194006550
2020-03-10,186027371
2020-03-11,184376218
2020-03-12,174626334
2020-03-13,168223698
2020-03-14,179043643
2020-03-15,192637709
2020-03-16,177119422
2020-03-17,175906135
2020-03-18,179279103
2020-03-19,180138426
2020-03-20,182529599
2020-03-21,197041458
2020-03-22,209405939
2020-03-23,197777191
2020-03-24,197524452
2020-03-25,198909987
2020-03-26,202363400
2020-03-27,206175944
2020-03-28,221433277
2020-03-29,235237154
2020-03-30,221417793
2020-03-31,216284619
2020-04-01,214667766
2020-04-02,220500413
2020-04-03,220500518
2020-04-04,233481458
2020-04-05,244012180
2020-04-06,232133049
2020-04-07,222715670
2020-04-08,223728843
2020-04-09,228761271
2020-04-10,235580286
2020-04-11,237785293
2020-04-12,250796705
2020-04-13,245047774
2020-04-14,229941784
2020-04-15,218952819
2020-04-16,218235097
2020-04-17,221748420
2020-04-18,235380477
2020-04-19,244238257
2020-04-20,233030601
2020-04-21,224432515
2020-04-22,221434020
2020-04-23,221208747
2020-04-24,220216406
2020-04-25,230679340
2020-04-26,246771661
2020-04-27,237897562
2020-04-28,228592353
2020-04-29,230829086
2020-04-30,220048426
2020-05-01,213735938
2020-05-02,215958490
2020-05-03,225285845
2020-05-04,214736973
2020-05-05,209397723
2020-05-06,207297249
2020-05-07,204246387
2020-05-08,203248787
2020-05-09,212551844
2020-05-10,219444252
2020-05-11,210895001
2020-05-12,204286903
2020-05-13,202077759
2020-05-14,200541034
2020-05-15,196129985
2020-05-16,202697650
2020-05-17,215786622
2020-05-18,208482489
2020-05-19,198273844
2020-05-20,191686275
2020-05-21,189723954
2020-05-22,189208651
2020-05-23,195643771
2020-05-24,200981674
2020-05-25,201973257
2020-05-26,193335017
2020-05-27,186937500
2020-05-28,183676599
2020-05-29,181626942
2020-05-30,185906999
2020-05-31,198670206
2020-06-01,187441863
2020-06-02,179531474
2020-06-03,182530367
2020-06-04,183811285
2020-06-05,182787472
2020-06-06,187750749
2020-06-07,201492997
2020-06-08,192086547
2020-06-09,186285151
2020-06-10,184541145
2020-06-11,183646513
2020-06-12,179660586
2020-06-13,179786160
2020-06-14,199213600
2020-06-15,185554445
2020-06-16,180384229
2020-06-17,179611785
2020-06-18,183055314
2020-06-19,183312885
2020-06-20,181329083
2020-06-21,188951203
2020-06-22,183244743
2020-06-23,176773757
2020-06-24,172178451
2020-06-25,170806224
2020-06-26,170884345
2020-06-27,180648965
2020-06-28,191937779
2020-06-29,181291901
2020-06-30,175741267
